"index";"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"touchscreen";"ips";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price"
388;"Acer";"Notebook";15.6;1920;1080;0;0;"AMD";"A8-Series 7410";2.2;8;"SSD";256;0;"AMD";"Windows";2.23;24988
389;"Asus";"Gaming";17.3;1920;1080;0;0;"AMD";"Ryzen 1600";3.2;8;"Hybrid";256;1024;"AMD";"Windows";3.2;90310
390;"HP";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"Windows";2.1;18488
391;"Google";"Ultrabook";12.3;2400;1600;1;0;"Intel";"Core i7";1.3;16;"SSD";512;0;"Intel";"Other";1.1;117163
392;"Asus";"2 in 1 Convertible";11.6;1366;768;1;0;"Intel";"Celeron Dual";1.1;2;"Flash Storage";32;0;"Intel";"Windows";1.1;14652
393;"Lenovo";"Ultrabook";24.0;2560;1440;0;0;"Intel";"Core i7";2.7;24;"SSD";512;0;"Intel";"Windows";1.32;126913
394;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";1.6;8;"Hybrid";128;1024;"AMD";"Windows";2.33;44968
395;"Asus";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"Linux";2.0;29784
396;"HP";"2 in 1 Convertible";13.3;3840;2160;1;1;"Intel";"Core i7";1.8;16;"SSD";1024;0;"Intel";"Windows";1.29;130483
397;"Lenovo";"Notebook";17.3;1600;900;0;0;"AMD";"A6-Series 9220";2.5;8;"HDD";1024;0;"AMD";"Windows";2.8;27652
398;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";1.6;4;"SSD";256;0;"AMD";"Windows";2.2;39907
399;"Lenovo";"Notebook";13.3;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;"Intel";"Other";1.45;24503
400;"Lenovo";"Ultrabook";12.5;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.36;76137
401;"HP";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.95;52214
402;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Pentium Quad";1.1;4;"SSD";128;0;"Intel";"Windows";2.2;18595
403;"HP";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2.2;58555
404;"Acer";"Notebook";11.6;1366;768;0;0;"Intel";"Pentium Quad";1.6;4;"Flash Storage";128;0;"Intel";"Windows";1.4;25841
405;"Dell";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.8;8;"SSD";256;0;"Nvidia";"Windows";1.64;62817
406;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"Linux";2.4;23539
407;"Dell";"Workstation";15.6;1920;1080;0;0;"Intel";"Xeon E3-1505M";3.0;8;"Hybrid";64;1024;"Nvidia";"Windows";2.23;106187
408;"HP";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"Windows";1.48;68838
409;"MSI";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"Windows";2.2;54758
410;"Lenovo";"Notebook";17.3;1600;900;0;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Nvidia";"Windows";2.79;31382
411;"Microsoft";"Ultrabook";13.5;2256;1504;1;0;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";"Windows";1.25;137942
412;"Asus";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"Windows";2.0;58288
413;"HP";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";"Windows";1.91;31382
414;"HP";"Notebook";15.6;1366;768;0;1;"Intel";"Core i7";1.8;8;"HDD";1024;0;"Intel";"Windows";2.1;48059
415;"Dell";"Workstation";15.6;1920;1080;0;1;"Intel";"Core i7";2.7;16;"SSD";256;0;"Nvidia";"Windows";2.17;105228
416;"Acer";"Notebook";15.6;1366;768;0;0;"AMD";"A12-Series 9720P";2.7;8;"SSD";256;0;"AMD";"Windows";2.2;35112
417;"HP";"Workstation";15.6;1920;1080;0;1;"Intel";"Core i7";2.9;8;"SSD";512;0;"Intel";"Windows";2.31;81732
418;"Lenovo";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.65;71662
419;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"AMD";"Windows";2.36;52161
420;"Dell";"2 in 1 Convertible";11.6;1366;768;1;0;"Intel";"Pentium Quad";1.6;4;"HDD";500;0;"Intel";"Windows";1.47;25521
421;"Lenovo";"Notebook";14.0;1366;768;0;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"Windows";1.44;15558
422;"Dell";"Notebook";17.3;1920;1080;0;1;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"Windows";4.42;109011
423;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;6;"HDD";1024;0;"Intel";"Windows";8.23;29251
424;"Microsoft";"Ultrabook";13.5;2256;1504;1;0;"Intel";"Core M";2.2;4;"SSD";128;0;"Intel";"Windows";1.25;52694
425;"Asus";"Ultrabook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"Windows";1.7;55939
426;"HP";"Ultrabook";12.5;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"Windows";1.26;71129
427;"Microsoft";"Ultrabook";33.5;2256;1504;1;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"Windows";1.25;95851
428;"Dell";"Notebook";15.6;3840;2160;1;0;"Intel";"Core i7";2.8;32;"SSD";1024;0;"Nvidia";"Windows";2.06;140606
429;"HP";"Notebook";17.3;1600;900;0;0;"Intel";"Core i3";2.0;8;"SSD";256;0;"Intel";"Windows";2.5;34094
430;"Acer";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Nvidia";"Windows";2.23;28984
431;"Acer";"Netbook";11.6;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"SSD";128;0;"Intel";"Windows";1.4;23177
432;"Asus";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"Windows";2.37;39907
433;"Lenovo";"Notebook";14.0;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"AMD";"N/A";1.5;42571
434;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.9;8;"SSD";256;0;"Nvidia";"Windows";2.67;111355
435;"Asus";"Notebook";15.6;1366;768;0;0;"Intel";"Pentium Quad";1.1;4;"HDD";500;0;"Intel";"Windows";2.0;16197
436;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Nvidia";"Windows";2.2;24988
437;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";1.6;8;"HDD";2048;0;"AMD";"Windows";2.02;40440
438;"HP";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.8;12;"HDD";1024;0;"Nvidia";"Windows";3.78;90523
439;"Lenovo";"Ultrabook";14.0;2560;1440;0;1;"Intel";"Core i7";2.6;12;"SSD";256;0;"Intel";"Windows";1.4;98994
440;"HP";"2 in 1 Convertible";13.3;3840;2160;1;1;"Intel";"Core i7";1.8;8;"SSD";512;0;"Intel";"Windows";1.29;106507
441;"Asus";"Netbook";11.6;1366;768;0;0;"Intel";"Celeron Dual";1.1;2;"Flash Storage";32;0;"Intel";"Windows";1.1;13054
442;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"HDD";500;0;"AMD";"Windows";1.9;61485
443;"Google";"Ultrabook";12.3;2400;1600;1;0;"Intel";"Core i5";1.2;8;"SSD";128;0;"Intel";"Other";1.1;67932
444;"HP";"Notebook";15.6;1366;768;1;0;"Intel";"Core i5";1.6;4;"HDD";1024;0;"Intel";"Windows";2.04;27784
445;"Dell";"Ultrabook";13.3;1920;1080;1;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"Windows";1.42;98134
446;"Asus";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;24;"SSD";512;0;"Nvidia";"Windows";2.24;158135
447;"Asus";"Notebook";15.6;3840;2160;0;1;"Intel";"Core i7";2.6;12;"Hybrid";128;1024;"Intel";"Windows";2.06;69211
448;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"Windows";2.04;47366
449;"Dell";"Notebook";14.0;1366;768;0;0;"Intel";"Core i3";2.3;8;"SSD";128;0;"Intel";"Windows";1.79;39427
450;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";3.0;80133
451;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;8;"Hybrid";256;1024;"Nvidia";"Windows";3.2;74539
452;"HP";"Ultrabook";13.3;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"Windows";1.32;74539
453;"Dell";"Workstation";0.0;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"Windows";1.78;128298
454;"Dell";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"Windows";1.64;68184
455;"HP";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"Windows";1.63;36710
456;"Dell";"Notebook";17.3;1920;1080;0;1;"Intel";"Core i5";1.6;8;"Hybrid";128;1024;"AMD";"Linux";2.8;47366
457;"Lenovo";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";180;0;"Intel";"Windows";1.7;72674
458;"Lenovo";"Notebook";24.0;1920;1080;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"Windows";2.02;71395
460;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;4;"HDD";1024;0;"Nvidia";"Windows";2.2;42571
461;"Toshiba";"Notebook";13.3;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.05;89084
462;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;8;"HDD";2048;0;"Nvidia";"N/A";2.2;24456
463;"Dell";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i7";1.8;8;"SSD";512;0;"Nvidia";"Windows";2.16;67239
464;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"AMD";"Windows";2.3;31169
465;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";"Windows";2.18;31254
466;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.8;8;"SSD";256;0;"Intel";"Windows";1.9;73367
467;"Dell";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";"Windows";4.42;160520
468;"HP";"Notebook";13.3;1920;1080;0;1;"Intel";"Core i5";1.6;4;"SSD";128;0;"Intel";"Windows";1.49;38681
469;"Toshiba";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"HDD";500;0;"Intel";"Windows";2.0;45821
470;"Asus";"Notebook";15.6;3840;2160;0;1;"Intel";"Core i7";2.7;8;"Hybrid";256;1024;"Nvidia";"Windows";2.0;69211
471;"Mediacom";"Notebook";13.3;1920;1080;0;1;"Intel";"Celeron Quad";1.1;4;"SSD";32;0;"Intel";"Windows";1.2;19660
472;"Chuwi";"Notebook";15.6;1920;1080;0;0;"Intel";"Atom x5-Z8350";1.44;4;"Flash Storage";64;0;"Intel";"Windows";1.89;13261
473;"Asus";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"Windows";2.3;87859
474;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"Windows";2.3;30103
475;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"Windows";1.93;72940
476;"Lenovo";"Notebook";14.0;1920;1080;0;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"Windows";1.75;55891
477;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"AMD";"Windows";2.2;42486
478;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Pentium Quad";1.6;4;"SSD";256;0;"Intel";"Windows";1.86;21258
479;"HP";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;12;"HDD";1024;0;"Nvidia";"Windows";2.62;95851
480;"Lenovo";"Notebook";14.0;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"Windows";1.87;45768
481;"Dell";"Ultrabook";13.3;3200;1800;1;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"Windows";1.2;74539
482;"Dell";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"Windows";1.6;39207
483;"HP";"Ultrabook";13.3;3200;1800;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"Windows";1.34;61006
484;"Acer";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"Linux";2.4;42517
485;"Asus";"Notebook";15.6;1366;768;0;0;"AMD";"E-Series 7110";1.8;4;"HDD";500;0;"AMD";"Windows";2.0;18595
486;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";"Windows";2.1;37589
487;"Lenovo";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"Windows";1.87;41825
488;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.3;4;"HDD";1024;0;"Intel";"N/A";2.15;24634
489;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"Windows";1.86;21152
490;"Lenovo";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"Windows";1.99;92121
491;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"Windows";2.2;26587
492;"Dell";"Workstation";15.6;1920;1080;0;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Nvidia";"Windows";2.17;124569
493;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.9;59513
494;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"Windows";2.06;101179
495;"Dell";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";4.42;143803
496;"HP";"Notebook";17.3;1600;900;0;0;"Intel";"Core i3";2.0;8;"HDD";1024;0;"Intel";"Windows";2.65;28992
497;"HP";"Notebook";17.3;1920;1080;0;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"Windows";2.63;68198
498;"Asus";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.1;4;"HDD";500;0;"Intel";"Linux";2.0;11935
499;"Mediacom";"Notebook";13.3;1920;1080;0;1;"Intel";"Atom x5-Z8350";1.44;4;"Flash Storage";32;0;"Intel";"Windows";1.35;13586
500;"Lenovo";"Notebook";17.3;1600;900;0;0;"Intel";"Core i7";2.7;6;"Hybrid";128;1024;"Nvidia";"Windows";2.8;50563
501;"HP";"Notebook";15.6;1920;1080;0;1;"AMD";"A10-Series A10-9620P";2.5;6;"SSD";128;0;"AMD";"Windows";1.91;30311
502;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"Windows";2.18;32922
503;"Acer";"2 in 1 Convertible";11.6;1920;1080;1;1;"Intel";"Celeron Dual";2.0;4;"Flash Storage";32;0;"Intel";"Windows";1.25;18595
504;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.7;4;"SSD";128;0;"Intel";"Windows";2.05;33566
505;"HP";"Ultrabook";13.3;3200;1800;1;1;"Intel";"Core M";1.2;16;"SSD";512;0;"Intel";"Windows";1.16;104695
506;"Lenovo";"Notebook";17.3;1920;1080;0;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"Windows";3.4;159787
507;"Asus";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"Windows";2.5;44702
508;"Dell";"Ultrabook";13.3;3840;2160;1;1;"Intel";"Core i5";1.6;8;"SSD";128;0;"Intel";"Windows";1.21;85195
509;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.6;4;"HDD";500;0;"Intel";"Windows";1.93;51096
511;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Pentium Quad";1.1;4;"HDD";500;0;"Intel";"Windows";2.2;18328
512;"Lenovo";"Ultrabook";12.5;1920;1080;0;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"Windows";1.36;95797
513;"Asus";"Ultrabook";12.5;1920;1080;0;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"Windows";0.91;103896
514;"Lenovo";"Notebook";14.0;1366;768;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"Windows";2.02;52747
515;"Lenovo";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"Windows";2.3;53919
516;"HP";"Workstation";17.3;1600;900;0;0;"Intel";"Core i5";2.8;8;"HDD";500;0;"Nvidia";"Windows";3.14;99154
517;"Toshiba";"Ultrabook";13.3;1920;1080;1;0;"Intel";"Core i7";2.7;32;"SSD";512;0;"Intel";"Windows";1.05;149131
518;"HP";"Notebook";14.0;1366;768;0;0;"Intel";"Pentium Quad";1.6;8;"HDD";2048;0;"Intel";"Windows";1.94;20726
519;"Asus";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";1.99;71928
520;"HP";"Notebook";15.6;1920;1080;0;1;"AMD";"A9-Series A9-9420";3.0;6;"SSD";256;0;"AMD";"Windows";1.95;34579
521;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";2.3;44222
522;"Acer";"Notebook";15.6;1366;768;0;0;"AMD";"A10-Series 9620P";2.5;8;"HDD";1024;0;"AMD";"Windows";2.2;30849
523;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";1.6;4;"HDD";500;0;"Intel";"Windows";2.05;36497
524;"Mediacom";"Notebook";14.0;1920;1080;0;0;"Intel";"Atom x5-Z8350";1.44;4;"SSD";32;0;"Intel";"Windows";1.4;13267
525;"Asus";"Gaming";17.3;1920;1080;1;1;"Intel";"Core i7";2.6;24;"Hybrid";256;1024;"Nvidia";"Windows";4.33;67612
526;"Lenovo";"Ultrabook";12.5;1366;768;0;1;"Intel";"Core i5";2.3;8;"SSD";180;0;"Intel";"Windows";1.3;58555
527;"Toshiba";"Ultrabook";14.0;1920;1080;1;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"Windows";1.24;99367
528;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"Windows";2.17;47893
529;"Lenovo";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.7;32;"Hybrid";256;1024;"Nvidia";"Windows";4.6;141885
530;"HP";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";1024;0;"Intel";"Windows";1.48;93187
531;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.9;16;"Hybrid";512;1024;"Nvidia";"Windows";4.14;145401
532;"Lenovo";"Notebook";13.3;1920;1080;0;1;"Intel";"Core i3";2.4;8;"SSD";256;0;"Intel";"Windows";1.4;50563
533;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"AMD";"Linux";2.2;39907
534;"Mediacom";"Notebook";14.0;1920;1080;0;1;"Intel";"Celeron Quad";1.1;4;"SSD";32;0;"Intel";"Windows";1.45;20726
535;"Lenovo";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";2.3;48538
536;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.6;8;"HDD";500;0;"Intel";"Windows";1.9;53734
537;"Asus";"Netbook";11.6;1366;768;0;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";64;0;"Intel";"Windows";1.2;18115
538;"HP";"Notebook";13.3;1920;1080;0;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";"Windows";1.49;38308
539;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Nvidia";"Windows";1.93;81912
540;"HP";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"AMD";"Windows";1.91;32980
541;"Dell";"Netbook";11.6;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;"Intel";"Other";1.26;15718
542;"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"Windows";1.4;85195
543;"Lenovo";"Notebook";14.0;1366;768;0;0;"Intel";"Celeron Dual";1.1;4;"HDD";500;0;"Intel";"Windows";2.1;15931
544;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.7;16;"Hybrid";128;1024;"Nvidia";"Windows";4.5;125155
545;"Lenovo";"Netbook";11.6;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"SSD";16;0;"Intel";"Other";1.25;14119
546;"HP";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";3.78;79813
547;"Lenovo";"Notebook";13.3;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.44;50563
548;"Lenovo";"Ultrabook";14.0;1920;1080;0;1;"Intel";"Core i7";2.6;12;"SSD";256;0;"Intel";"Windows";8.4;89137
549;"Lenovo";"Notebook";15.6;1366;768;1;0;"Intel";"Core i7";1.8;12;"HDD";1024;0;"Intel";"Windows";2.2;32448
550;"Asus";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"Windows";2.73;94306
551;"Asus";"2 in 1 Convertible";15.6;1366;768;1;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"Windows";2.2;39374
552;"Asus";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"Hybrid";256;1024;"Intel";"Windows";2.0;65215
553;"Acer";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i5";1.6;4;"HDD";1024;0;"Nvidia";"Windows";2.2;32661
554;"HP";"Ultrabook";13.3;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"Windows";1.34;70489
555;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;8;"Hybrid";256;1024;"Nvidia";"N/A";2.4;61219
556;"Dell";"Ultrabook";13.3;1920;1080;1;1;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";"Windows";1.29;47899
557;"Acer";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;4;"HDD";500;0;"Nvidia";"Windows";2.2;34046
558;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"Windows";2.18;44542
559;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";1.8;16;"Hybrid";256;2048;"AMD";"Windows";2.2;64961
560;"Xiaomi";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i7";1.8;16;"SSD";256;0;"Nvidia";"N/A";1.95;74589
561;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;6;"HDD";1024;0;"Intel";"Windows";2.4;30050
562;"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";"Windows";2.0;69211
563;"Lenovo";"Notebook";15.6;1920;1080;0;0;"AMD";"A12-Series 9720P";3.6;12;"SSD";512;0;"AMD";"Windows";2.2;50563
564;"Acer";"Notebook";14.0;1366;768;0;0;"Intel";"Pentium Quad";1.6;4;"Flash Storage";128;0;"Intel";"Windows";1.6;18595
565;"Dell";"2 in 1 Convertible";31.6;1366;768;1;0;"Intel";"Core M";1.0;4;"SSD";128;0;"Intel";"Windows";1.39;32128
566;"Lenovo";"Notebook";15.6;3840;2160;0;1;"Intel";"Xeon E3-1535M";3.1;32;"SSD";1024;0;"Nvidia";"Windows";2.5;261019
567;"Dell";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.6;16;"HDD";1024;0;"Nvidia";"Windows";2.59;46834
568;"Samsung";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";"Windows";2.5;90523
569;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"Linux";2.18;23651
570;"Lenovo";"Notebook";17.3;1920;1080;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"N/A";2.8;28185
571;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"Linux";2.25;19128
572;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.3;8;"HDD";1024;0;"Intel";"Windows";2.29;24456
573;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.6;4;"HDD";500;0;"Intel";"Linux";1.93;46300
574;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";3.0;62231
575;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"Windows";1.37;107892
577;"Lenovo";"Notebook";14.0;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.7;78535
578;"HP";"Ultrabook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"Windows";1.84;74006
579;"Dell";"2 in 1 Convertible";12.5;1920;1080;1;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.34;88978
580;"MSI";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";2.94;120832
